timestamp,qqq_mid,xlk_mid,nq_mid,qqq_ret,xlk_ret,nq_ret
,QQQ,XLK,NQ=F,,,
2025-10-02 13:30:00+00:00,605.9298706054688,143.49000549316406,25117.0,0.0,0.0,0.0
2025-10-02 13:35:00+00:00,604.994873046875,143.13999938964844,25080.5,-0.0015430788346173507,-0.0024392368117395202,-0.001453199028546348
2025-10-02 13:40:00+00:00,604.27001953125,142.84500122070312,25048.25,-0.001198115137694411,-0.002060906596361489,-0.0012858595323059774
2025-10-02 13:45:00+00:00,603.8099975585938,142.69000244140625,25029.5,-0.0007612854482059728,-0.0010850836779188189,-0.0007485552882935398
2025-10-02 13:50:00+00:00,604.3214111328125,142.81500244140625,25050.75,0.0008469776523849504,0.0008760249342019133,0.000848998182145122
2025-10-02 13:55:00+00:00,604.64501953125,142.8350067138672,25062.75,0.0005354905394314713,0.0001400712258443626,0.0004790275740247374
2025-10-02 14:00:00+00:00,604.9099731445312,142.96499633789062,25074.75,0.0004381969663567187,0.000910068385993279,0.0004787982164766724
2025-10-02 14:05:00+00:00,604.9149780273438,143.05999755859375,25074.75,8.273764749544554e-06,0.0006645068592776582,0.0
2025-10-02 14:10:00+00:00,604.5850219726562,142.9149932861328,25060.75,-0.0005454585630587649,-0.001013590625859928,-0.0005583305915313197
2025-10-02 14:15:00+00:00,604.5350952148438,142.97000122070312,25059.0,-8.258020956186662e-05,0.00038489967571275763,-6.983031234097936e-05
2025-10-02 14:20:00+00:00,605.0609741210938,143.10499572753906,25081.25,0.0008698897887196022,0.0009442156094519039,0.0008879045452732104
2025-10-02 14:25:00+00:00,604.9550170898438,142.99000549316406,25075.75,-0.00017511793981406232,-0.0008035375270472045,-0.00021928731622222752
2025-10-02 14:30:00+00:00,604.77001953125,142.93499755859375,25069.0,-0.00030580382568556885,-0.0003846977582845357,-0.00026918437135481366
2025-10-02 14:35:00+00:00,605.2249755859375,143.0625,25088.0,0.0007522794450691705,0.000892030948221656,0.0007579081734412352
2025-10-02 14:40:00+00:00,604.6400146484375,142.98500061035156,25063.75,-0.0009665181727400718,-0.0005417170093381385,-0.0009665975765306145
2025-10-02 14:45:00+00:00,604.3049926757812,142.88999938964844,25050.5,-0.0005540850167699007,-0.000664413891650173,-0.0005286519375592436
2025-10-02 14:50:00+00:00,603.6400146484375,142.72000122070312,25023.25,-0.0011004013460145234,-0.0011897135535828829,-0.0010878026386699213
2025-10-02 14:55:00+00:00,603.5900268554688,142.6699981689453,25022.0,-8.281060194104128e-05,-0.00035035770270552824,-4.995354320480594e-05
2025-10-02 15:00:00+00:00,602.9500122070312,142.44000244140625,24995.0,-0.0010603466259569982,-0.0016120819407785536,-0.0010790504356166242
2025-10-02 15:05:00+00:00,603.8701171875,142.64999389648438,25032.5,0.0015260054098029663,0.00147424495562265,0.0015003000600120053
2025-10-02 15:10:00+00:00,603.8699951171875,142.6750030517578,25032.25,-2.021466355417445e-07,0.00017531830594808007,-9.987016878043598e-06
2025-10-02 15:15:00+00:00,603.8800048828125,142.68499755859375,25031.5,1.6576027465964316e-05,7.005086120304149e-05,-2.9961349858664832e-05
2025-10-02 15:20:00+00:00,604.1900024414062,142.73500061035156,25045.0,0.0005133429755699304,0.0003504436528953825,0.0005393204562251785
2025-10-02 15:25:00+00:00,604.1199951171875,142.7725067138672,25042.0,-0.00011586971637378429,0.00026276738960473445,-0.00011978438810145153
2025-10-02 15:30:00+00:00,603.8400268554688,142.63999938964844,25029.25,-0.0004634315433714731,-0.0009281011258303051,-0.0005091446370097952
2025-10-02 15:35:00+00:00,603.5955810546875,142.6300048828125,25020.75,-0.0004048188094688543,-7.006805158937812e-05,-0.00033960266488208823
2025-10-02 15:40:00+00:00,603.7899780273438,142.6699981689453,25026.25,0.00032206493678521575,0.00028039882748154277,0.00021981755143229975
2025-10-02 15:45:00+00:00,603.8499755859375,142.69000244140625,25030.75,9.936825846268427e-05,0.00014021358882509993,0.00017981119824184155
2025-10-02 15:50:00+00:00,604.6119995117188,142.85000610351562,25062.5,0.0012619424635098575,0.0011213375805714243,0.001268439819022582
2025-10-02 15:55:00+00:00,604.969970703125,142.97000122070312,25077.5,0.0005920676263377889,0.0008400077848127463,0.000598503740648404
2025-10-02 16:00:00+00:00,604.7150268554688,142.90499877929688,25066.5,-0.00042141570656795135,-0.00045465790621279645,-0.0004386402153324642
2025-10-02 16:05:00+00:00,604.52001953125,142.86000061035156,25057.25,-0.00032247805256768736,-0.0003148816999383186,-0.0003690184110266559
2025-10-02 16:10:00+00:00,604.5499877929688,142.85499572753906,25060.5,4.9573646447642616e-05,-3.5033478868240486e-05,0.00012970298017545012
2025-10-02 16:15:00+00:00,604.6799926757812,142.88999938964844,25064.75,0.00021504405828731699,0.0002450293175335627,0.00016958959318458255
2025-10-02 16:20:00+00:00,604.5900268554688,142.875,25060.75,-0.00014878253192140978,-0.00010497158452316135,-0.0001595866705232929
2025-10-02 16:25:00+00:00,604.5900268554688,142.875,25061.0,0.0,0.0,9.975758905822474e-06
2025-10-02 16:30:00+00:00,604.6599731445312,142.91000366210938,25064.25,0.00011569209870421204,0.00024499501038932614,0.00012968357208409387
2025-10-02 16:35:00+00:00,604.614990234375,142.9149932861328,25062.0,-7.439372896189678e-05,3.491444892289586e-05,-8.97692929171523e-05
2025-10-02 16:40:00+00:00,604.3198852539062,142.82000732421875,25050.0,-0.000488087436195328,-0.0006646325884358539,-0.00047881254488868485
2025-10-02 16:45:00+00:00,604.3800048828125,142.8800048828125,25053.0,9.948312205709797e-05,0.00042009211256766044,0.00011976047904194154
2025-10-02 16:50:00+00:00,604.9649047851562,143.0449981689453,25077.75,0.0009677684529902919,0.0011547682005479398,0.0009879056400430297
2025-10-02 16:55:00+00:00,604.9780883789062,143.07000732421875,25077.25,2.179232819243815e-05,0.00017483418220543,-1.9937992842278263e-05
2025-10-02 17:00:00+00:00,604.6099853515625,142.9949951171875,25062.25,-0.0006084567927577833,-0.0005243042090664618,-0.000598151711212358
2025-10-02 17:05:00+00:00,604.8051147460938,143.0574951171875,25070.0,0.0003227359773387839,0.0004370782344429447,0.00030923001725713384
2025-10-02 17:10:00+00:00,605.0,143.1199951171875,25078.75,0.0003222281841781527,0.0004368872805218249,0.0003490227363383003
2025-10-02 17:15:00+00:00,604.9249877929688,143.08749389648438,25074.75,-0.00012398711905992066,-0.0002270907057850824,-0.00015949758261479818
2025-10-02 17:20:00+00:00,605.2255859375,143.1750030517578,25087.5,0.0004969180486789071,0.0006115779436093316,0.0005084796458589835
2025-10-02 17:25:00+00:00,605.2301025390625,143.13999938964844,25087.75,7.462674525671176e-06,-0.00024448165785417864,9.965122072852495e-06
2025-10-02 17:30:00+00:00,605.2999877929688,143.17999267578125,25090.0,0.00011546889953595318,0.0002793997925341074,8.968520493080057e-05
2025-10-02 17:35:00+00:00,605.280029296875,143.21499633789062,25089.25,-3.2972900208538825e-05,0.0002444731380077947,-2.9892387405361376e-05
2025-10-02 17:40:00+00:00,605.4600219726562,143.2550048828125,25098.25,0.00029737091440185104,0.0002793600247523731,0.0003587193718426196
2025-10-02 17:45:00+00:00,605.2684936523438,143.18499755859375,25089.5,-0.00031633520523532965,-0.0004886902504803725,-0.00034862988455375277
2025-10-02 17:50:00+00:00,605.2849731445312,143.19000244140625,25089.0,2.722674707222872e-05,3.495396094455039e-05,-1.992865541367017e-05
2025-10-02 17:55:00+00:00,605.1900024414062,143.1300048828125,25085.5,-0.00015690246303590172,-0.000419006617576545,-0.0001395033680098301
2025-10-02 18:00:00+00:00,605.1500244140625,143.10000610351562,25084.25,-6.605863808473167e-05,-0.00020959112885821085,-4.9829582826732555e-05
2025-10-02 18:05:00+00:00,605.3499755859375,143.13499450683594,25092.25,0.0003304158701284976,0.00024450315742829964,0.0003189252220019423
